_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
67b2e4ba6de0b0fec47a848e,,48.27,83.52,48.27,56.09,137;0;0;0,words,25,-1,0,34.06,0,0,false,false,english,,normal,false,false,false,,1739777210000
67b2e4966de0b0fec47a832d,,61.95,87.59,61.95,64.51,126;0;0;0,words,25,-1,1,24.41,0,1.21,false,false,english,,normal,false,false,false,,1739777174000
67b2e47a6de0b0fec47a81f0,,65.47,91.61,65.47,72.98,141;0;0;0,words,25,-1,0,25.84,0,0,false,false,english,,normal,false,false,false,,1739777146000
67b2ae0e6de0b0fec4785c0a,,63.33,91.85,63.33,60.66,122;0;0;0,words,25,-1,3,23.12,0,3.18,false,false,english,,normal,false,false,false,,1739763214000
67b2adef6de0b0fec4785aeb,,65.51,91.97,72.17,67.32,118;3;0;0,words,25,-1,1,21.61,0,1.2,false,false,english,,normal,false,false,false,,1739763183000
67b2adc66de0b0fec478598d,true,80.38,98.48,80.38,76.82,130;0;0;0,words,25,-1,1,19.41,0,2.31,false,false,english,,normal,false,false,false,,1739763142000
67b2adaf6de0b0fec47858b5,,60.67,92.14,60.67,60.77,128;0;0;0,words,25,-1,0,25.32,0,0,false,false,english,,normal,false,false,false,,1739763119000
67b2abfd6de0b0fec478498d,,50.49,92.26,50.49,60.14,140;0;0;0,words,25,-1,2,33.27,0,2.9,false,false,english,,normal,false,false,false,,1739762685000
67b2abd46de0b0fec478483b,,49.72,84.21,49.72,53.63,126;0;0;0,words,25,-1,3,30.41,0,6.42,false,false,english,,normal,false,false,false,,1739762644000
67af05516de0b0fec4545ec3,,64.04,95.74,64.04,70.99,135;0;0;0,words,25,-1,1,25.3,0,3.29,false,false,english,,normal,false,false,false,,1739523409000
67adfb376de0b0fec447b4df,,58.91,91.11,59.48,66.23,514;3;0;0,words,100,-1,7,104.71,0,16.17,false,false,english,,normal,false,false,false,,1739455287000
67adf5766de0b0fec4475689,,60.71,89.9,60.71,67.83,517;0;0;0,words,100,-1,1,102.19,0,15.41,false,false,english,,normal,false,false,false,,1739453814000
67ade7506de0b0fec4469219,,57.53,88.32,57.53,59.23,523;0;0;0,words,100,-1,7,109.09,0,10.82,false,false,english,,normal,false,false,false,,1739450192000
67ade6cd6de0b0fec4468b63,,79.83,94.34,79.83,64.66,49;0;0;0,words,10,-1,2,7.37,0,2.11,false,false,english,,normal,false,false,false,,1739450061000
67ade6c16de0b0fec4468ab5,,60.34,85.71,60.34,63.37,48;0;0;0,words,10,-1,1,9.55,0,1.23,false,false,english,,normal,false,false,false,,1739450049000
67ade6b36de0b0fec4468a1a,,76.77,92,76.77,64.46,46;0;0;0,words,10,-1,1,7.19,0,1.88,false,false,english,,normal,false,false,false,,1739450035000
67ade6a86de0b0fec4468988,,70.19,89.47,70.19,52.81,51;0;0;0,words,10,-1,1,8.72,0,2.5,false,false,english,,normal,false,false,false,,1739450024000
67ade6996de0b0fec44688c4,,68.96,92.06,75.35,59.22,54;1;0;0,words,10,-1,1,9.4,0,4.55,false,false,english,,normal,false,false,false,,1739450009000
67ade20f6de0b0fec4465158,,78.1,93.55,78.1,59.16,58;0;0;0,words,10,-1,3,8.91,0,2.17,false,false,english,,normal,false,false,false,,1739448847000
67ade2016de0b0fec44650c0,,82.82,91.07,92.96,61.55,49;3;0;1,words,10,-1,3,7.1,0,5.43,false,false,english,,normal,false,false,false,,1739448833000
67ade1ef6de0b0fec4464fe6,,46.48,80.88,57.14,45.02,48;2;2;0,words,10,-1,11,12.39,0,16.99,false,false,english,,normal,false,false,false,,1739448815000
67ade1c66de0b0fec4464df7,,83.89,98.25,83.89,62.06,56;0;0;0,words,10,-1,6,8.01,0,10.22,false,false,english,,normal,false,false,false,,1739448774000
67ade1ad6de0b0fec4464cdc,,71.77,82.22,92.27,83.85,35;4;2;0,words,10,-1,2,5.85,0,2,false,false,english,,normal,false,false,false,,1739448749000
67ade1a26de0b0fec4464c5c,,77,87.23,95.23,82.06,38;4;1;0,words,10,-1,0,5.92,0,0,false,false,english,,normal,false,false,false,,1739448738000
67ade19a6de0b0fec4464bfe,,76.86,96.49,76.86,69.51,55;0;0;0,words,10,-1,14,8.59,0,32.73,false,false,english,,normal,false,false,false,,1739448730000
67ade1586de0b0fec44648dd,,85.13,100,85.13,72.94,54;0;0;0,words,10,-1,6,7.61,0,9.01,false,false,english,,normal,false,false,false,,1739448664000
67ade13f6de0b0fec44647c5,,58.65,90.91,58.65,68.08,56;0;0;0,words,10,-1,0,11.46,0,0,false,false,english,,normal,false,false,false,,1739448639000
67ade1326de0b0fec4464737,,59.73,90.77,59.73,61.99,57;0;0;0,words,10,-1,5,11.45,0,8.57,false,false,english,,normal,false,false,false,,1739448626000
67ade1156de0b0fec44645ce,,60.31,87.14,62.91,60.23,116;2;0;0,words,25,-1,0,23.08,0,0,false,false,english,,normal,false,false,false,,1739448597000
67ade0fc6de0b0fec4464499,,66.98,92.47,66.98,69.64,133;0;0;0,words,25,-1,1,23.83,0,5.7,false,false,english,,normal,false,false,false,,1739448572000
67ade0dc6de0b0fec446431f,,62.8,89.19,62.8,65.4,129;0;0;0,words,25,-1,1,24.65,0,1.21,false,false,english,,normal,false,false,false,,1739448540000
67ade0c06de0b0fec44641c9,,56.51,85.03,56.51,54.97,124;0;0;0,words,25,-1,0,26.33,0,0,false,false,english,,normal,false,false,false,,1739448512000
67ade0806de0b0fec4463ec0,,66.35,95.07,66.35,66.71,133;0;0;0,words,25,-1,0,24.05,0,0,false,false,english,,normal,false,false,false,,1739448448000
67ade0666de0b0fec4463d66,,66.09,90.91,66.09,62.34,128;0;0;0,words,25,-1,2,23.24,0,2.33,false,false,english,,normal,false,false,false,,1739448422000
67ade0496de0b0fec4463bf9,,62.38,88.36,66.44,56.51,123;3;0;1,words,25,-1,0,23.66,0,0,false,false,english,,normal,false,false,false,,1739448393000
67ade0306de0b0fec4463aab,,61.78,86.25,61.78,57.22,135;0;0;0,words,25,-1,5,26.22,0,27.58,false,false,english,,normal,false,false,false,,1739448368000
67addfac6de0b0fec446345c,,64.54,94.16,64.54,74.56,127;0;0;0,words,25,-1,0,23.61,0,0,false,false,english,,normal,false,false,false,,1739448236000
67addf936de0b0fec446330c,,58.21,94.07,58.21,55.35,122;0;0;0,words,25,-1,0,25.15,0,0,false,false,english,,normal,false,false,false,,1739448211000
67addf796de0b0fec44631e1,,61,94.52,61,64.37,138;0;0;0,words,25,-1,7,27.15,0,37.75,false,false,english,,normal,false,false,false,,1739448185000
67acadf8f275ad40ec814c6d,,63.21,86.75,63.21,61.27,128;0;0;0,words,25,-1,1,24.3,0,1.55,false,false,english,,normal,false,false,false,,1739369976000
67acadc4f275ad40ec8148f9,,78.6,98.5,78.6,74.27,131;0;0;0,words,25,-1,0,20,0,0,false,false,english,,normal,false,false,false,,1739369924000
67acadaff275ad40ec814781,,60.46,88.64,71.76,60.77,107;5;2;0,words,25,-1,0,21.24,0,0,false,false,english,,normal,false,false,false,,1739369903000
67acad98f275ad40ec8145fd,,66.38,97.81,66.38,62.17,132;0;0;0,words,25,-1,1,23.86,0,0.7,false,false,english,,normal,false,false,false,,1739369880000
67acad7df275ad40ec814408,,62.91,94.85,67.04,71.34,122;1;0;0,words,25,-1,0,23.27,0,0,false,false,english,,normal,false,false,false,,1739369853000
67acab59f275ad40ec811ed7,,64.89,94.07,64.89,62.02,125;0;0;0,words,25,-1,11,23.11,0,27.83,false,false,english,,normal,false,false,false,,1739369305000
67acaafdf275ad40ec81189e,,55.46,90.07,55.46,59.75,124;0;0;0,words,25,-1,0,26.83,0,0,false,false,english,,normal,false,false,false,,1739369213000
67acaae0f275ad40ec8116a5,,66.08,97.2,66.08,62.53,139;0;0;0,words,25,-1,0,25.24,1,0,false,false,english,,normal,false,false,false,,1739369184000
67ab68c8c60cdb1842bc6280,,73.26,98.45,73.26,74.61,127;0;0;0,words,25,-1,4,20.8,0,7.63,false,false,english,,normal,false,false,false,,1739286728000
67ab68a6c60cdb1842bc5fd6,,69.09,97.73,69.09,71.29,129;0;0;0,words,25,-1,12,22.4,0,29.48,false,false,english,,normal,false,false,false,,1739286694000
67ab6733c60cdb1842bc4696,,62.13,91.61,62.13,70.4,138;0;0;0,words,25,-1,7,26.66,0,46.1,false,false,english,,normal,false,false,false,,1739286323000
67ab66e5c60cdb1842bc40b4,,73.95,94.41,73.95,69.98,135;0;0;0,words,25,-1,2,21.91,0,6.7,false,false,english,,normal,false,false,false,,1739286245000
67ab66bfc60cdb1842bc3dd6,,77.15,96.92,77.15,68.66,125;0;0;0,words,25,-1,4,19.44,0,19.45,false,false,english,,normal,false,false,false,,1739286207000
67ab6648c60cdb1842bc350b,,70.63,95.1,70.63,65.25,136;0;0;0,words,25,-1,1,23.11,0,5.68,false,false,english,,normal,false,false,false,,1739286088000
67ab6617c60cdb1842bc319d,,68.72,92.48,68.72,55.58,121;0;0;0,words,25,-1,5,21.13,0,24.62,false,false,english,,normal,false,false,false,,1739286039000
67ab65e3c60cdb1842bc2df0,,56.81,90.67,56.81,60.67,134;0;0;0,words,25,-1,12,28.31,0,29.86,false,false,english,,normal,false,false,false,,1739285987000
67ab6598c60cdb1842bc282a,,66.91,93.94,66.91,65.29,122;0;0;0,words,25,-1,0,21.88,0,0,false,false,english,,normal,false,false,false,,1739285912000
67ab5ba6c60cdb1842bb6e42,,69.79,91.95,69.79,68.82,136;0;0;0,words,25,-1,0,23.38,0,0,false,false,english,,normal,false,false,false,,1739283366000
67ab5b8ec60cdb1842bb6c9c,,68.84,87.05,68.84,62.62,121;0;0;0,words,25,-1,10,21.09,0,44.93,false,false,english,,normal,false,false,false,,1739283342000
67ab5b35c60cdb1842bb66bf,,71,94.2,71,73.28,130;0;0;0,words,25,-1,3,21.97,0,9.56,false,false,english,,normal,false,false,false,,1739283253000
67ab5b11c60cdb1842bb641d,,67.66,93.7,67.66,69.67,117;0;0;0,words,25,-1,12,20.75,0,24.65,false,false,english,,normal,false,false,false,,1739283217000
67ab5aa3c60cdb1842bb5ca5,,69.16,93.89,69.16,65.86,122;0;0;0,words,25,-1,11,21.17,0,47.93,false,false,english,,normal,false,false,false,,1739283107000
67ab5a4dc60cdb1842bb56ed,,66.09,87.59,74.27,60.6,113;6;0;1,words,25,-1,1,20.52,0,1.24,false,false,english,,normal,false,false,false,,1739283021000
67ab5a34c60cdb1842bb553a,,71.52,95.56,71.52,68.43,128;0;0;0,words,25,-1,6,21.48,0,8.3,false,false,english,,normal,false,false,false,,1739282996000
67ab5a0fc60cdb1842bb52b6,,67.63,92.31,67.63,62.21,119;0;0;0,words,25,-1,1,21.11,0,1.1,false,false,english,,normal,false,false,false,,1739282959000
67ab59f7c60cdb1842bb5103,,61.85,86.71,61.85,68.75,122;0;0;0,words,25,-1,8,23.67,0,30.52,false,false,english,,normal,false,false,false,,1739282935000
67ab59b5c60cdb1842bb4c88,,53.15,81.29,58.62,52.33,107;3;1;0,words,25,-1,0,24.16,0,0,false,false,english,,normal,false,false,false,,1739282869000
67ab599bc60cdb1842bb4ac3,,67.99,93.88,71.59,65.92,132;2;0;0,words,25,-1,0,23.3,0,0,false,false,english,,normal,false,false,false,,1739282843000
67ab5982c60cdb1842bb4902,,64.56,89.63,64.56,51.05,119;0;0;0,words,25,-1,3,22.12,0,17.15,false,false,english,,normal,false,false,false,,1739282818000
67ab5958c60cdb1842bb4600,,62.94,90.2,62.94,63.66,136;0;0;0,words,25,-1,0,25.93,0,0,false,false,english,,normal,false,false,false,,1739282776000
67ab593cc60cdb1842bb4425,,66.58,93.71,66.58,65.59,130;0;0;0,words,25,-1,1,23.43,0,0.74,false,false,english,,normal,false,false,false,,1739282748000
67ab5922c60cdb1842bb4264,,68.67,95.17,73.35,70.75,132;2;0;0,words,25,-1,0,23.07,0,0,false,false,english,,normal,false,false,false,,1739282722000
67ab5908c60cdb1842bb40ad,,68.74,95.07,68.74,74.4,135;0;0;0,words,25,-1,0,23.57,0,0,false,false,english,,normal,false,false,false,,1739282696000
67aa1fa6c60cdb1842ac94b3,,47.13,77.46,53.91,48.1,125;8;3;0,words,25,-1,0,31.83,0,0,false,false,english,,normal,false,false,false,,1739202470000
67aa1f73c60cdb1842ac9127,,69.43,90.23,74.82,63.12,116;3;0;0,words,25,-1,0,20.05,0,0,false,false,english,,normal,false,false,false,,1739202419000
67aa1f5dc60cdb1842ac8f8f,,59,88.96,60.69,61.09,140;2;0;0,words,25,-1,0,28.47,0,0,false,false,english,,normal,false,false,false,,1739202397000
67aa1f3fc60cdb1842ac8d65,,67.12,91.95,67.12,68.35,136;0;0;0,words,25,-1,10,24.32,0,28.55,false,false,english,,normal,false,false,false,,1739202367000
67aa1efdc60cdb1842ac888c,,62.63,91.5,62.63,61,138;0;0;0,words,25,-1,6,26.44,0,14.53,false,false,english,,normal,false,false,false,,1739202301000
67aa1eb5c60cdb1842ac834b,,71.88,96.12,71.88,77.33,124;0;0;0,words,25,-1,6,20.7,0,10.34,false,false,english,,normal,false,false,false,,1739202229000
67aa1e8dc60cdb1842ac8094,,66.12,95.07,66.12,68.23,134;0;0;0,words,25,-1,8,24.32,0,20.07,false,false,english,,normal,false,false,false,,1739202189000
67aa1e53c60cdb1842ac7c52,,57.25,91.47,59.94,69.96,256;1;0;1,words,50,-1,0,53.66,0,0,false,false,english,,normal,false,false,false,,1739202131000
67aa1bf7c60cdb1842ac510a,,72.5,98.28,72.5,77.13,57;0;0;0,words,10,-1,1,9.43,0,0.62,false,false,english,,normal,false,false,false,,1739201527000
67aa1beac60cdb1842ac4ffa,,75.71,96.36,75.71,72.79,52;0;0;0,words,10,-1,3,8.24,0,3.77,false,false,english,,normal,false,false,false,,1739201514000
67aa1bd9c60cdb1842ac4ee4,,54.73,89.47,60.43,65.78,48;1;0;0,words,10,-1,4,10.52,0,6.68,false,false,english,,normal,false,false,false,,1739201497000
67aa1b6bc60cdb1842ac46bd,,73.61,95,73.61,54.11,56;0;0;0,words,10,-1,3,9.13,0,2.86,false,false,english,,normal,false,false,false,,1739201387000
67aa1b5bc60cdb1842ac456c,,71.35,96.15,71.35,63.73,50;0;0;0,words,10,-1,2,8.41,0,6.68,false,false,english,,normal,false,false,false,,1739201371000
67aa1b47c60cdb1842ac43fc,,49.72,88.52,57.13,51.59,47;1;0;0,words,10,-1,4,11.34,0,6.47,false,false,english,,normal,false,false,false,,1739201351000
67aa1b30c60cdb1842ac4269,,68.13,93.62,78.1,63.47,41;2;0;0,words,10,-1,0,7.22,0,0,false,false,english,,normal,false,false,false,,1739201328000
67aa1b1bc60cdb1842ac40ef,,62.55,94.52,62.79,68.88,512;0;0;1,words,100,-1,0,98.22,0,0,false,false,english,,normal,false,false,false,,1739201307000
67aa1ab4c60cdb1842ac39c4,,53.14,96.29,53.14,65.05,516;0;0;0,words,100,-1,8,116.53,0,30.07,false,false,english,,normal,false,false,false,,1739201204000
67aa0be1c60cdb1842ab2a8d,,58.36,90.41,58.36,63.62,519;0;0;0,words,100,-1,0,106.72,0,0,false,false,english,,normal,false,false,false,,1739197409000
67aa0801c60cdb1842aae869,,58.83,89.64,62.47,69.49,242;3;1;0,words,50,-1,4,49.36,0,5.44,false,false,english,,normal,false,false,false,,1739196417000
67aa07c7c60cdb1842aae477,,58.38,92.28,59.96,68.13,259;3;1;0,words,50,-1,3,53.24,0,6.41,false,false,english,,normal,false,false,false,,1739196359000
67aa075ac60cdb1842aadd3f,,52.74,86.54,67.24,56.36,40;3;2;0,words,10,-1,0,9.1,0,0,false,false,english,,normal,false,false,false,,1739196250000
67aa074fc60cdb1842aadc9a,,51.31,92.42,51.31,61.18,59;0;0;0,words,10,-1,2,13.8,0,5.01,false,false,english,,normal,false,false,false,,1739196239000
67aa0738c60cdb1842aadb0c,,60.18,89.61,60.18,63.76,69;0;0;0,words,10,-1,0,13.76,0,0,false,false,english,,normal,false,false,false,,1739196216000
67a62f5b8049ddd215d15b61,,62.5,89.09,70.83,62.21,45;2;0;0,words,10,-1,2,8.64,0,2.31,false,false,english,,normal,false,false,false,,1738944347000
67a62f4c8049ddd215d15a57,,84.56,82.46,100.75,92.97,47;6;2;0,words,10,-1,4,6.67,0,13.4,false,false,english,,normal,false,false,false,,1738944332000
67a62f338049ddd215d15896,,65.84,92,79.01,76.34,40;1;0;4,words,10,-1,0,7.29,0,0,false,false,english,,normal,false,false,false,,1738944307000
67a62f2b8049ddd215d157f2,,66.53,96,66.53,75.08,48;0;0;0,words,10,-1,1,8.66,0,1.63,false,false,english,,normal,false,false,false,,1738944299000
67a62f1e8049ddd215d15726,,71.02,100,71.02,72.12,52;0;0;0,words,10,-1,0,8.79,0,0,false,false,english,,normal,false,false,false,,1738944286000
67a62f138049ddd215d1567d,,63.72,100,63.72,82.11,50;0;0;0,words,10,-1,11,9.42,0,23.86,false,false,english,,normal,false,false,false,,1738944275000
67a62ecf8049ddd215d151d0,,78.42,97.71,78.42,81.65,128;0;0;0,words,25,-1,2,19.59,0,13.09,false,false,english,,normal,false,false,false,,1738944207000
67a62eaa8049ddd215d14f7a,,76.38,98.46,76.38,67.19,127;0;0;0,words,25,-1,5,19.95,0,8.57,false,false,english,,normal,false,false,false,,1738944170000
67a62e888049ddd215d14d0e,,58.22,90.85,58.22,59.31,137;0;0;0,words,25,-1,5,28.24,0,17.29,false,false,english,,normal,false,false,false,,1738944136000
67a62dbc8049ddd215d13f42,,62.34,91.49,62.34,63.89,126;0;0;0,words,25,-1,7,24.25,0,23.77,false,false,english,,normal,false,false,false,,1738943932000
67a62d848049ddd215d13b55,,49.67,89.47,49.67,53.51,132;0;0;0,words,25,-1,9,31.89,0,29.37,false,false,english,,normal,false,false,false,,1738943876000
67a62d078049ddd215d132a5,,63.18,95.14,63.18,66.28,136;0;0;0,words,25,-1,8,25.83,0,48.31,false,false,english,,normal,false,false,false,,1738943751000
67a62c6d8049ddd215d1275e,,71.46,99.24,71.46,76.86,130;0;0;0,words,25,-1,1,21.83,0,0.17,false,false,english,,normal,false,false,false,,1738943597000
67a62c4f8049ddd215d12543,,56.17,97.81,56.17,66.7,132;0;0;0,words,25,-1,0,28.2,0,0,false,false,english,,normal,false,false,false,,1738943567000
67a6127a8049ddd215cf5701,,54.58,88.31,54.58,65.95,135;0;0;0,words,25,-1,2,29.68,0,6.77,false,false,english,,normal,false,false,false,,1738936954000
67a611da8049ddd215cf4cac,,55.31,85.71,55.31,57.56,137;0;0;0,words,25,-1,5,29.72,0,23,false,false,english,,normal,false,false,false,,1738936793000
67a611148049ddd215cf400b,,57.73,93.43,57.73,54.91,125;0;0;0,words,25,-1,2,25.98,0,4.97,false,false,english,,normal,false,false,false,,1738936596000
67a60fc38049ddd215cf2b7d,,67.54,98.11,67.54,73.51,260;0;0;0,words,50,-1,1,46.19,0,11.56,false,false,english,,normal,false,false,false,,1738936259000
67a60d6a8049ddd215cf065b,,60.7,91.93,60.7,70.61,259;0;0;0,words,50,-1,5,51.2,0,4.57,false,false,english,,normal,false,false,false,,1738935658000
67a60ceb8049ddd215ceff29,,60.47,93.53,62.15,64.92,253;1;0;0,words,50,-1,1,50.2,0,4.58,false,false,english,,normal,false,false,false,,1738935531000
67a60c908049ddd215cef9ca,,61.81,93.88,61.81,68.51,257;0;0;0,words,50,-1,1,49.9,0,3.59,false,false,english,,normal,false,false,false,,1738935440000
67a4d45c8049ddd215c0c15f,,70.24,94.32,70.24,73.41,249;0;0;0,words,50,-1,0,42.54,0,0,false,false,english,,normal,false,false,false,,1738855516000
67a4d22b8049ddd215c099bf,,60.62,87.63,60.62,68.07,247;0;0;0,words,50,-1,0,48.9,0,0,false,false,english,,normal,false,false,false,,1738854955000
67a36bce8049ddd215af41d5,,62.55,95.2,62.55,71.4,257;0;0;0,words,50,-1,3,49.3,0,10.62,false,false,english,,normal,false,false,false,,1738763214000
67a36b8a8049ddd215af3dc2,,55.64,93.26,57.16,69.76,256;1;0;0,words,50,-1,1,55.21,0,3.4,false,false,english,,normal,false,false,false,,1738763146000
67a36b4d8049ddd215af3a06,,46.25,85.16,46.25,53.47,260;0;0;0,words,50,-1,1,67.46,0,3.07,false,false,english,,normal,false,false,false,,1738763085000
67a36b038049ddd215af3593,,60.19,95.09,60.19,60.41,251;0;0;0,words,50,-1,0,50.04,0,0,false,false,english,,normal,false,false,false,,1738763011000
67a1d8c98049ddd2159c2195,,62.92,93.19,62.92,66.44,525;0;0;0,words,100,-1,0,100.13,0,0,false,false,english,,normal,false,false,false,,1738660041000
67a1d8628049ddd2159c1cd8,,56.47,94.83,56.47,71.41,511;0;0;0,words,100,-1,0,108.59,0,0,false,false,english,,normal,false,false,false,,1738659938000
67a1d7d78049ddd2159c16ce,,48.05,83.33,55.26,55.14,40;0;0;1,words,10,-1,0,9.99,0,0,false,false,english,,normal,false,false,false,,1738659799000
67a1d7cc8049ddd2159c1647,,79.81,98.04,79.81,61.64,48;0;0;0,words,10,-1,12,7.22,0,28.24,false,false,english,,normal,false,false,false,,1738659788000
67a1d79a8049ddd2159c13f1,,57.97,83.64,57.97,58.37,45;0;0;0,words,10,-1,0,9.31,0,0,false,false,english,,normal,false,false,false,,1738659738000
67a1d78e8049ddd2159c136a,,57.23,88.89,57.23,56.27,55;0;0;0,words,10,-1,3,11.53,0,3.62,false,false,english,,normal,false,false,false,,1738659726000
67a1d7798049ddd2159c1294,,61.33,84.67,61.33,64.51,126;0;0;0,words,25,-1,6,24.65,0,6.9,false,false,english,,normal,false,false,false,,1738659705000
67a1d7518049ddd2159c10cf,,60.42,90.45,60.42,61.78,138;0;0;0,words,25,-1,0,27.41,0,0,false,false,english,,normal,false,false,false,,1738659665000
67a1d7348049ddd2159c0f86,,70.94,93.98,70.94,75.33,125;0;0;0,words,25,-1,13,21.14,0,41.81,false,false,english,,normal,false,false,false,,1738659636000
67a1d6e58049ddd2159c0bca,,59.2,92.96,59.2,68.27,131;0;0;0,words,25,-1,0,26.55,0,0,false,false,english,,normal,false,false,false,,1738659557000
67a1d6c88049ddd2159c0a78,,70.68,97.58,70.68,76.48,121;0;0;0,words,25,-1,5,20.54,0,13.04,false,false,english,,normal,false,false,false,,1738659528000
67a1d69f8049ddd2159c08a1,,73.01,96.35,73.01,77.21,132;0;0;0,words,25,-1,1,21.69,0,3.82,false,false,english,,normal,false,false,false,,1738659487000
67a1d63a8049ddd2159c0414,,55,87.18,55,60.34,136;0;0;0,words,25,-1,2,29.67,0,12.38,false,false,english,,normal,false,false,false,,1738659386000
67a1d60b8049ddd2159c01f7,,55.32,87.18,55.32,53.82,132;0;0;0,words,25,-1,9,28.64,0,51.86,false,false,english,,normal,false,false,false,,1738659339000
67a1d4ad8049ddd2159bf1d6,,74.38,95.2,80.84,73.19,115;3;1;1,words,25,-1,1,18.55,0,2.18,false,false,english,,normal,false,false,false,,1738658989000
67a1d48f8049ddd2159bf078,,65.68,95.27,65.68,70.45,275;0;0;0,words,50,-1,0,50.24,0,0,false,false,english,,normal,false,false,false,,1738658959000
67a1d45a8049ddd2159bee33,,62.45,95.19,62.45,65.26,256;0;0;0,words,50,-1,0,49.19,0,0,false,false,english,,normal,false,false,false,,1738658906000
67a0c6dfdbed5525562805ee,,74.23,88,82.67,52.91,44;5;0;0,words,10,-1,2,7.11,0,8.93,false,false,english,,normal,false,false,false,,1738589919000
67a0c6ccdbed5525562804c6,,58.65,87.5,66.86,65,50;2;0;0,words,10,-1,1,10.23,0,1.91,false,false,english,,normal,false,false,false,,1738589900000
67a0c6bddbed5525562803df,,59.19,90.57,73.63,65.63,41;3;0;1,words,10,-1,0,8.31,0,0,false,false,english,,normal,false,false,false,,1738589885000
67a0c6b3dbed55255628034e,,66.62,92.98,66.62,75.07,53;0;0;0,words,10,-1,0,9.55,0,0,false,false,english,,normal,false,false,false,,1738589875000
67a0c6a8dbed5525562802a0,,63.5,92.06,63.5,72.57,57;0;0;0,words,10,-1,1,10.77,0,1.63,false,false,english,,normal,false,false,false,,1738589864000
67a0c699dbed5525562801cd,,53.03,88.33,60.45,64.42,50;3;0;0,words,10,-1,0,11.32,0,0,false,false,english,,normal,false,false,false,,1738589849000
67a0c672dbed55255627ff6c,,65.38,100,65.38,65.82,54;0;0;0,words,10,-1,0,9.91,0,0,false,false,english,,normal,false,false,false,,1738589810000
67a0c667dbed55255627fec3,,58.71,85.71,72.94,69.68,33;3;0;1,words,10,-1,3,6.75,0,7.29,false,false,english,,normal,false,false,false,,1738589799000
67a0c654dbed55255627fd94,,56.5,76.19,82.68,70.16,41;7;3;0,words,10,-1,4,8.71,0,4.09,false,false,english,,normal,false,false,false,,1738589780000
67a0c63fdbed55255627fc43,,92.34,100,92.34,72.57,43;0;0;0,words,10,-1,6,5.59,0,8.14,false,false,english,,normal,false,false,false,,1738589759000
67a0c629dbed55255627fb24,,51.92,86.27,51.92,59.65,44;0;0;0,words,10,-1,1,10.17,0,0.55,false,false,english,,normal,false,false,false,,1738589737000
67a0c61bdbed55255627fa38,,59.78,96.15,59.78,63.83,50;0;0;0,words,10,-1,0,10.04,0,0,false,false,english,,normal,false,false,false,,1738589723000
67a0c610dbed55255627f983,,61.82,94.92,61.82,85.91,56;0;0;0,words,10,-1,1,10.87,0,1.05,false,false,english,,normal,false,false,false,,1738589712000
67a0c601dbed55255627f8a2,,65.73,91.3,72.3,59.47,40;1;0;0,words,10,-1,1,7.3,0,0.66,false,false,english,,normal,false,false,false,,1738589697000
67a0c5f6dbed55255627f80b,,46.7,84.09,66.93,55.74,30;3;1;1,words,10,-1,11,7.71,0,18.32,false,false,english,,normal,false,false,false,,1738589686000
67a0c5cfdbed55255627f5c6,,61.83,83.33,92.74,65.65,32;5;0;0,words,10,-1,6,6.21,0,28.74,false,false,english,,normal,false,false,false,,1738589646000
67a0c59ddbed55255627f2c9,,71.27,88.89,82.61,70.61,44;3;1;0,words,10,-1,4,7.41,0,4.72,false,false,english,,normal,false,false,false,,1738589597000
67a0c58adbed55255627f1b0,,60.29,84,64.59,61.96,42;2;0;1,words,10,-1,9,8.36,0,24.1,false,false,english,,normal,false,false,false,,1738589578000
67a0c561dbed55255627ef30,,64.61,88.46,71.95,61.94,44;2;0;0,words,10,-1,0,8.17,0,0,false,false,english,,normal,false,false,false,,1738589537000
67a0c558dbed55255627ee9c,,71.25,96.23,71.25,74.07,51;0;0;0,words,10,-1,3,8.59,0,6.3,false,false,english,,normal,false,false,false,,1738589527000
67a0c543dbed55255627ed64,,83.26,100,83.26,86.93,46;0;0;0,words,10,-1,8,6.63,0,17.87,false,false,english,,normal,false,false,false,,1738589507000
67a0c520dbed55255627eb38,,79.93,94.55,79.93,72.54,51;0;0;0,words,10,-1,9,7.66,0,25.88,false,false,english,,normal,false,false,false,,1738589472000
67a0c4f5dbed55255627e892,,70.86,93.22,77.67,70.69,52;2;0;0,words,10,-1,1,8.81,0,0.68,false,false,english,,normal,false,false,false,,1738589429000
67a0c4eadbed55255627e7e7,,75.26,95.74,75.26,53.11,45;0;0;0,words,10,-1,11,7.18,0,16.93,false,false,english,,normal,false,false,false,,1738589417000
67a0c4c3dbed55255627e5be,,80.66,94,85.92,83.01,46;2;0;0,words,10,-1,1,6.84,0,2.75,false,false,english,,normal,false,false,false,,1738589379000
67a0c4b6dbed55255627e4ed,,57.52,89.66,64.71,57.17,48;2;0;0,words,10,-1,5,10.01,0,12.25,false,false,english,,normal,false,false,false,,1738589366000
67a0c495dbed55255627e318,,52.59,84.88,54.22,60.95,517;7;1;1,words,100,-1,0,117.97,0,0,false,false,english,,normal,false,false,false,,1738589333000
